station_mac,first_seen,manufacturer,power,probed_ssid,last_seen,riot_id,current_ap_bssid,current_ap_essid,poweron_mac,fip_essid,time
F0:27:65:58:21:84,2015-10-20T10:30:02-03:00,"Murata Manufactuaring Co.,Ltd.",-57,SODET,2015-10-20T15:25:28-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365536
44:80:EB:B9:BA:C0,2015-10-20T10:29:42-03:00,Unknown,-51,"SODET,TIM Wi-Fi SIM,CLARO-WIFI,Personal EAP,MOVISTAR WIFI,VIVO-WIFI,GVT-809E,TSI@ccess-38601 (4141-2433),SODET SP,WZ-HOTEIS",2015-10-20T15:25:25-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365536
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-47,,2015-10-20T15:25:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365536
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-49,,2015-10-20T15:25:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365536
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-43,SODET,2015-10-20T15:25:26-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365536
9C:D9:17:E0:7B:29,2015-10-20T10:31:33-03:00,Motorola Mobility LLC,-39,"SODET,Milkyway,Milkyway N,MPL Chromecast",2015-10-20T15:25:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365536
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-39,,2015-10-20T15:25:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365536
9C:D9:17:D2:7D:26,2015-10-20T12:17:09-03:00,Motorola Mobility LLC,-81,"MOVISTAR WIFI,ARRIS-18A2,GVT-7B58,SDEC,CENTRO DIAGNOSTICO,GVT-7768,TIM Wi-Fi,CTL_GAR03,Personal EAP,VIVO-WIFI",2015-10-20T15:25:42-03:00,001,C8:3A:35:23:6F:F0,SDEC,,,1445365546
F4:F1:E1:84:E1:54,2015-10-20T10:54:01-03:00,Motorola Mobility LLC,-89,"sgpNET,RioMar",2015-10-20T15:25:40-03:00,001,,,,,1445365546
E0:75:7D:05:71:21,2015-10-20T15:18:29-03:00,Motorola Mobility LLC,-87,,2015-10-20T15:25:33-03:00,001,52:91:F9:DE:71:C6,"",,,1445365546
84:8E:DF:0D:EE:7B,2015-10-20T15:24:32-03:00,Sony Mobile Communications AB,-81,nokia,2015-10-20T15:25:38-03:00,001,,,,,1445365546
E4:90:7E:8A:20:A6,2015-10-20T10:49:30-03:00,Unknown,-77,"Branca cabelos.com,Teatro_Mamulengo 3224-1500,Vanessa-e-Milson...,.........,RioMar,ConectaRecife,fullmetal,TA-LISO-USA-Aiiii.,Baratinho do Bode,""recife. pe """,2015-10-20T15:25:34-03:00,001,,,,,1445365546
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-49,,2015-10-20T15:25:42-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365546
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-59,"CINUFPE,CINGUESTS,UFPE Livre,CIn-GUESTS2,ConectaRecife,SODET,WifiLab-Irineu,GVT-A4F0,La Cantina,Cetuati",2015-10-20T15:25:36-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365546
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-51,,2015-10-20T15:25:38-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365546
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-51,,2015-10-20T15:25:42-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365546
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-43,SODET,2015-10-20T15:25:35-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365546
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-41,,2015-10-20T15:25:42-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365546
9C:D9:17:E0:7B:29,2015-10-20T10:31:33-03:00,Motorola Mobility LLC,-39,"SODET,Milkyway,Milkyway N,MPL Chromecast",2015-10-20T15:25:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365546
58:3F:54:A5:7A:E5,2015-10-20T10:58:35-03:00,Unknown,-89,,2015-10-20T11:36:34-03:00,001,,,,,1445351800
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-87,,2015-10-20T11:36:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
FA:7E:79:32:AC:1D,2015-10-20T11:35:58-03:00,Unknown,-85,,2015-10-20T11:36:37-03:00,001,,,,,1445351800
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-65,,2015-10-20T11:36:36-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-63,,2015-10-20T11:36:38-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-57,,2015-10-20T11:36:35-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
E4:8B:7F:EB:95:D1,2015-10-20T10:37:32-03:00,Apple,-57,SODET,2015-10-20T11:36:36-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
F0:27:65:58:21:84,2015-10-20T10:30:02-03:00,"Murata Manufactuaring Co.,Ltd.",-53,SODET,2015-10-20T11:36:33-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
44:80:EB:B9:BA:C0,2015-10-20T10:29:42-03:00,Unknown,-59,"SODET,TIM Wi-Fi SIM,CLARO-WIFI,Personal EAP,MOVISTAR WIFI,VIVO-WIFI,GVT-809E,TSI@ccess-38601 (4141-2433),SODET SP,WZ-HOTEIS",2015-10-20T11:36:35-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-55,SODET,2015-10-20T11:36:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-51,,2015-10-20T11:36:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-51,,2015-10-20T11:36:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-43,,2015-10-20T11:36:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351800
F8:CF:C5:41:F2:CA,2015-10-20T10:40:15-03:00,Unknown,-91,"RioMar,anapaula,ELIDA,CLARO-WIFI,Netroute F:88169814 Marinete,Paradise,SOLAR DA PRAIA,bar do remoso,Pizzaria Atlantico,GVT-0C3B",2015-10-20T11:36:41-03:00,001,,,,,1445351810
34:BB:26:42:7C:F6,2015-10-20T11:36:39-03:00,Motorola Mobility LLC,-91,TESSI2,2015-10-20T11:36:39-03:00,001,,,,,1445351810
9C:D9:17:21:A7:D1,2015-10-20T11:35:00-03:00,Motorola Mobility LLC,-83,Oi WiFi Fon,2015-10-20T11:36:47-03:00,001,52:91:F9:DE:71:C6,"",,,1445351810
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-85,,2015-10-20T11:36:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
FA:7E:79:32:AC:1D,2015-10-20T11:35:58-03:00,Unknown,-85,,2015-10-20T11:36:40-03:00,001,,,,,1445351810
38:59:F9:29:E7:C7,2015-10-20T10:30:17-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-75,sgpNET,2015-10-20T11:36:42-03:00,001,,,,,1445351810
E4:8B:7F:EB:95:D1,2015-10-20T10:37:32-03:00,Apple,-69,SODET,2015-10-20T11:36:44-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-65,,2015-10-20T11:36:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-65,,2015-10-20T11:36:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-61,,2015-10-20T11:36:43-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-57,,2015-10-20T11:36:46-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-53,,2015-10-20T11:36:44-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-53,SODET,2015-10-20T11:36:46-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-53,,2015-10-20T11:36:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-51,,2015-10-20T11:36:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
40:0E:85:2C:A9:7C,2015-10-20T10:34:07-03:00,"Samsung Electro Mechanics co.,LTD.",-49,SODET,2015-10-20T11:36:48-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-41,,2015-10-20T11:36:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351810
56:EE:1F:10:6B:FE,2015-10-20T11:36:46-03:00,Unknown,-85,,2015-10-20T11:36:46-03:00,001,,,,,1445351810
FA:7E:79:32:AC:1D,2015-10-20T11:35:58-03:00,Unknown,-85,,2015-10-20T11:36:56-03:00,001,,,,,1445351821
9C:D9:17:21:A7:D1,2015-10-20T11:35:00-03:00,Motorola Mobility LLC,-81,Oi WiFi Fon,2015-10-20T11:36:50-03:00,001,52:91:F9:DE:71:C6,"",,,1445351821
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-79,,2015-10-20T11:36:56-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
56:EE:1F:10:6B:FE,2015-10-20T11:36:46-03:00,Unknown,-77,,2015-10-20T11:36:51-03:00,001,,,,,1445351821
E4:8B:7F:EB:95:D1,2015-10-20T10:37:32-03:00,Apple,-71,SODET,2015-10-20T11:36:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-65,,2015-10-20T11:36:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-65,,2015-10-20T11:36:55-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-63,,2015-10-20T11:36:50-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-61,,2015-10-20T11:36:53-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
44:80:EB:B9:BA:C0,2015-10-20T10:29:42-03:00,Unknown,-59,"SODET,TIM Wi-Fi SIM,CLARO-WIFI,Personal EAP,MOVISTAR WIFI,VIVO-WIFI,GVT-809E,TSI@ccess-38601 (4141-2433),SODET SP,WZ-HOTEIS",2015-10-20T11:36:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-57,,2015-10-20T11:36:56-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-57,SODET,2015-10-20T11:36:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-49,,2015-10-20T11:36:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-51,,2015-10-20T11:36:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
40:0E:85:2C:A9:7C,2015-10-20T10:34:07-03:00,"Samsung Electro Mechanics co.,LTD.",-51,SODET,2015-10-20T11:36:58-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-45,,2015-10-20T11:36:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351821
60:BE:B5:96:0C:DB,2015-10-20T11:03:05-03:00,Motorola Mobility LLC,-71,"Rangel wifi 2,rafael,HELIO,Tavares Wi-Fi,SODET,genomika-sala02,freda,Nexos_2,Rangel wifi,GVT-9F6F",2015-10-20T11:39:26-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351972
F8:E0:79:04:9E:5A,2015-10-20T11:39:15-03:00,Motorola Mobility LLC,-91,,2015-10-20T11:39:22-03:00,001,E0:88:5D:B3:2C:AE,"",,,1445351972
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-85,,2015-10-20T11:39:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351972
12:FE:AC:80:EA:CD,2015-10-20T11:38:46-03:00,Unknown,-77,,2015-10-20T11:39:20-03:00,001,,,,,1445351972
F0:27:65:58:21:84,2015-10-20T10:30:02-03:00,"Murata Manufactuaring Co.,Ltd.",-71,SODET,2015-10-20T11:39:25-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351972
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-67,,2015-10-20T11:39:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351972
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-59,,2015-10-20T11:39:20-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351972
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-57,SODET,2015-10-20T11:39:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351972
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-53,,2015-10-20T11:39:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351972
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-53,,2015-10-20T11:39:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351972
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-45,,2015-10-20T11:39:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351972
68:94:23:F6:A4:53,2015-10-20T10:30:31-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-91,sgpNET,2015-10-20T11:39:36-03:00,001,,,,,1445351982
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-85,,2015-10-20T11:39:33-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
34:FC:EF:D2:57:E3,2015-10-20T10:33:33-03:00,Unknown,-85,sgpNET,2015-10-20T11:39:29-03:00,001,,,,,1445351982
56:EE:1F:10:6B:FE,2015-10-20T11:36:46-03:00,Unknown,-83,,2015-10-20T11:39:28-03:00,001,,,,,1445351982
60:BE:B5:96:0C:DB,2015-10-20T11:03:05-03:00,Motorola Mobility LLC,-73,"Rangel wifi 2,rafael,HELIO,Tavares Wi-Fi,SODET,genomika-sala02,freda,Nexos_2,Rangel wifi,GVT-9F6F",2015-10-20T11:39:36-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
F0:27:65:58:21:84,2015-10-20T10:30:02-03:00,"Murata Manufactuaring Co.,Ltd.",-59,SODET,2015-10-20T11:39:35-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
E4:8B:7F:EB:95:D1,2015-10-20T10:37:32-03:00,Apple,-71,SODET,2015-10-20T11:39:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-67,,2015-10-20T11:39:35-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-65,,2015-10-20T11:39:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
44:80:EB:B9:BA:C0,2015-10-20T10:29:42-03:00,Unknown,-59,"SODET,TIM Wi-Fi SIM,CLARO-WIFI,Personal EAP,MOVISTAR WIFI,VIVO-WIFI,GVT-809E,TSI@ccess-38601 (4141-2433),SODET SP,WZ-HOTEIS",2015-10-20T11:39:35-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-57,SODET,2015-10-20T11:39:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-57,,2015-10-20T11:39:31-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-53,,2015-10-20T11:39:31-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-49,,2015-10-20T11:39:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-51,,2015-10-20T11:39:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-61,,2015-10-20T11:39:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-45,,2015-10-20T11:39:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351982
38:2D:D1:7E:9E:B3,2015-10-20T10:30:14-03:00,"Samsung Electronics Co.,Ltd",-85,,2015-10-20T11:39:46-03:00,001,,,,,1445351993
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-81,,2015-10-20T11:39:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
56:EE:1F:10:6B:FE,2015-10-20T11:36:46-03:00,Unknown,-81,,2015-10-20T11:39:46-03:00,001,,,,,1445351993
12:FE:AC:80:EA:CD,2015-10-20T11:38:46-03:00,Unknown,-81,,2015-10-20T11:39:46-03:00,001,,,,,1445351993
E4:8B:7F:EB:95:D1,2015-10-20T10:37:32-03:00,Apple,-69,SODET,2015-10-20T11:39:39-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-65,,2015-10-20T11:39:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-63,,2015-10-20T11:39:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
F0:27:65:58:21:84,2015-10-20T10:30:02-03:00,"Murata Manufactuaring Co.,Ltd.",-59,SODET,2015-10-20T11:39:40-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-57,SODET,2015-10-20T11:39:48-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-59,,2015-10-20T11:39:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-57,,2015-10-20T11:39:44-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-57,,2015-10-20T11:39:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-47,,2015-10-20T11:39:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-49,,2015-10-20T11:39:45-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-43,,2015-10-20T11:39:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351993
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-67,"SODET,IKW-WIFI",2015-10-20T15:26:52-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365617
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-61,"CINUFPE,CINGUESTS,UFPE Livre,CIn-GUESTS2,ConectaRecife,SODET,WifiLab-Irineu,GVT-A4F0,La Cantina,Cetuati",2015-10-20T15:26:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365617
44:80:EB:B9:BA:C0,2015-10-20T10:29:42-03:00,Unknown,-53,"SODET,TIM Wi-Fi SIM,CLARO-WIFI,Personal EAP,MOVISTAR WIFI,VIVO-WIFI,GVT-809E,TSI@ccess-38601 (4141-2433),SODET SP,WZ-HOTEIS",2015-10-20T15:26:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365617
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-49,,2015-10-20T15:26:52-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365617
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-43,SODET,2015-10-20T15:26:48-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365617
9C:D9:17:E0:7B:29,2015-10-20T10:31:33-03:00,Motorola Mobility LLC,-41,"SODET,Milkyway,Milkyway N,MPL Chromecast",2015-10-20T15:26:46-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365617
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-43,,2015-10-20T15:26:52-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365617
10:3B:59:CB:89:CA,2015-10-20T15:26:52-03:00,"Samsung Electronics Co.,Ltd",-81,,2015-10-20T15:26:52-03:00,001,,,,,1445365617
38:2D:D1:7E:9E:B3,2015-10-20T10:30:14-03:00,"Samsung Electronics Co.,Ltd",-91,,2015-10-20T15:26:55-03:00,001,,,,,1445365627
C8:B5:B7:19:47:46,2015-10-20T15:17:57-03:00,Apple,-89,,2015-10-20T15:26:56-03:00,001,,,,,1445365627
A0:99:9B:27:BD:9E,2015-10-20T10:57:51-03:00,Unknown,-85,,2015-10-20T15:26:54-03:00,001,,,,,1445365627
38:59:F9:29:E7:C7,2015-10-20T10:30:17-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-83,sgpNET,2015-10-20T15:26:55-03:00,001,,,,,1445365627
00:22:FB:52:E4:F6,2015-10-20T10:30:33-03:00,Intel Corporate,-79,sgpNET,2015-10-20T15:27:00-03:00,001,,,,,1445365627
1C:AF:05:BF:54:65,2015-10-20T11:00:09-03:00,"Samsung Electronics Co.,Ltd",-77,"ConectaRecife,gl3d5on",2015-10-20T15:26:57-03:00,001,E0:1C:41:79:7C:54,"",,,1445365627
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-69,"SODET,IKW-WIFI",2015-10-20T15:27:00-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365627
E4:8B:7F:EB:95:D1,2015-10-20T10:37:32-03:00,Apple,-69,SODET,2015-10-20T15:27:02-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365627
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-65,"CINUFPE,CINGUESTS,UFPE Livre,CIn-GUESTS2,ConectaRecife,SODET,WifiLab-Irineu,GVT-A4F0,La Cantina,Cetuati",2015-10-20T15:27:02-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365627
60:BE:B5:96:0C:DB,2015-10-20T11:03:05-03:00,Motorola Mobility LLC,-63,"Rangel wifi 2,rafael,HELIO,Tavares Wi-Fi,SODET,genomika-sala02,freda,Nexos_2,Rangel wifi,GVT-9F6F",2015-10-20T15:26:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365627
F0:27:65:58:21:84,2015-10-20T10:30:02-03:00,"Murata Manufactuaring Co.,Ltd.",-61,SODET,2015-10-20T15:27:00-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365627
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-49,,2015-10-20T15:26:59-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365627
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-53,,2015-10-20T15:27:02-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365627
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-41,,2015-10-20T15:27:02-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365627
DC:A9:71:1D:78:A1,2015-10-20T10:32:49-03:00,Intel Corporate,-89,sgpNET,2015-10-20T15:27:08-03:00,001,,,,,1445365637
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-55,"CINUFPE,CINGUESTS,UFPE Livre,CIn-GUESTS2,ConectaRecife,SODET,WifiLab-Irineu,GVT-A4F0,La Cantina,Cetuati",2015-10-20T15:27:11-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365637
F0:27:65:58:21:84,2015-10-20T10:30:02-03:00,"Murata Manufactuaring Co.,Ltd.",-47,SODET,2015-10-20T15:27:08-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365637
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-59,"SODET,IKW-WIFI",2015-10-20T15:27:05-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365637
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-47,,2015-10-20T15:27:12-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365637
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-45,SODET,2015-10-20T15:27:08-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365637
